state,issuer_name,plan_marketing_name,plan_type,rating_area,premium_adult_individual_age_27,premium_adult_individual_age_50,premium_family_age_30,drug_deductable_individual_in_network,drug_deductable_individual_out_of_network,medical_deductable_family_in_network,medical_deductable_family_out_of_network,drug_deductable_family_out_of_network,medical_maximum_out_of_pocket_individual_in_network,drug_maximum_out_of_pocket_individual_in_network,medical_maximum_out_of_pocket_individual_out_of_network,drug_maximum_out_of_pocket_individual_in_network,medical_maximum_out_of_pocket_family_in_network,drug_maximum_out_of_pocket_family_in_network,medical_maximum_out_of_pocket_family_out_of_network,drug_maximum_out_of_pocket_family_out_of_network
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 51,258.45,440.46,873.02,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 14,258.48,440.5,873.12,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 63,258.48,440.5,873.12,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 32,258.57,440.66,716.75,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 9,258.57,440.66,716.75,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 10,258.72,440.91,873.92,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 57,258.85,441.13,874.35,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 64,258.87,441.16,874.42,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 49,259.18,441.7,875.48,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 11,259.52,442.29,876.64,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 59,260.08,443.24,878.54,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 8,260.13,443.32,878.7,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 24,260.47,443.89,722,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 36,260.51,443.96,879.98,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 26,260.56,444.04,880.14,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 34,260.56,444.04,880.14,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 13,260.94,444.7,881.42,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 2,260.99,444.78,881.6,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 12,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 11,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 14,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 20,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 36,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 38,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 29,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 13,261.22,445.17,724.1,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 33,261.39,445.48,882.98,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 61,261.67,445.94,883.88,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 59,261.68,445.96,883.94,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 31,261.88,446.29,725.92,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 16,261.88,446.29,725.92,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 21,261.88,446.29,725.92,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 35,261.88,446.29,725.92,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 21,262.52,447.4,886.78,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 52,262.54,447.42,886.81,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 53,262.58,447.49,886.96,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 8,263.13,448.43,888.84,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 10,263.19,448.53,729.55,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 19,263.19,448.53,729.55,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 33,263.19,448.53,729.55,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 13,263.41,448.9,889.76,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 35,263.63,449.28,890.5,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 58,263.89,449.73,891.4,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 11,263.99,449.89,891.74,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 45,264.42,450.63,893.18,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 46,264.77,451.23,894.38,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 30,264.86,451.38,894.66,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 17,264.89,451.43,734.26,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 34,264.89,451.43,734.26,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 22,264.89,451.43,734.26,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 48,264.95,451.53,894.98,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 66,265.06,451.71,895.31,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 12,265.14,451.87,895.64,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 40,265.14,451.87,895.64,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 28,265.52,452.51,736.03,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 25,265.62,452.67,897.22,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 49,265.74,452.88,897.64,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 8,265.94,453.22,898.31,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 8,266.79,454.66,739.53,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 2,266.79,454.66,739.53,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 5,266.79,454.66,739.53,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 18,266.79,454.66,739.53,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 39,266.79,454.66,739.53,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 57,266.88,454.81,901.48,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 64,266.89,454.84,901.52,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 10,267.1,455.2,902.24,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 16,267.31,455.55,902.94,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 42,267.31,455.55,902.94,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 38,267.87,456.51,904.84,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 55,268.14,456.99,905.78,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 9,268.44,457.48,744.11,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 32,268.44,457.48,744.11,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 26,268.63,457.8,907.4,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 34,268.63,457.8,907.4,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential 1439,EPO,Rating Area 50,268.98,458.39,908.57,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 16,269.02,458.48,908.76,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 2,269.08,458.56,908.9,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 14,269.26,458.88,909.54,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 33,269.5,459.29,910.36,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 59,269.79,459.78,911.31,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 11,270.24,460.54,912.82,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 24,270.41,460.83,749.57,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 45,270.58,461.13,750.05,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 21,270.66,461.26,914.26,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 53,270.73,461.37,914.48,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 3,270.97,461.78,915.28,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 47,271.29,462.33,916.38,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 13,271.7,463.06,917.81,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 58,272.07,463.66,919.02,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 16,272.14,463.79,919.28,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 14,272.38,464.18,920.06,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 40,272.48,464.36,755.3,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 45,272.62,464.59,920.86,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 28,272.66,464.66,921,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 46,272.98,465.22,922.11,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 48,273.16,465.52,922.69,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 66,273.27,465.71,923.07,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 37,273.75,466.52,758.81,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 25,273.85,466.7,925.04,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 57,273.93,466.84,925.3,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 49,273.98,466.91,925.46,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 8,274.56,467.9,927.42,3000,3000,6000,6000,0,4000,0,9000,MAX,8000,0,1800,NULL
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 34,275,468.66,762.29,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 22,275,468.66,762.29,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 17,275,468.66,762.29,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 16,275.04,468.72,929.04,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 14,275.27,469.13,929.86,2500,2500,5000,5000,0,4500,0,10500,MAX,9000,0,21000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 27,275.47,469.46,930.5,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,HMO,Rating Area 9,275.51,469.52,930.64,3000,MAX,6000,MAX,MAX,4000,0,MAX,MAX,8000,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 16,275.6,469.67,930.92,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 42,275.6,469.67,930.92,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 28,275.66,469.78,764.13,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 5,275.75,469.93,931.44,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 65,276.02,470.41,932.4,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 38,276.18,470.66,932.88,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 2,276.31,470.89,933.33,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 55,276.47,471.15,933.86,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 18,276.97,472.02,767.76,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 8,276.97,472.02,767.76,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 2,276.97,472.02,767.76,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 5,276.97,472.02,767.76,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 39,276.97,472.02,767.76,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 15,277.16,472.33,936.2,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueSelect Essential Plus 1439P,EPO,Rating Area 50,277.32,472.61,936.74,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 10,277.44,472.81,937.14,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 10,278.13,473.99,939.48,3500,3500,7000,7000,0,3500,0,7500,MAX,7000,0,15000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 54,278.56,474.73,940.96,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 9,278.69,474.95,941.4,1500,1500,3000,3000,0,6350,0,11500,MAX,12700,0,3000,NULL
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 3,279.37,476.1,943.66,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 32,279.41,476.17,943.8,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential 1473,HMO,Rating Area 50,279.48,476.29,944.04,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 51,279.69,476.65,944.76,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
FL,Florida Blue HMO (a BlueCross BlueShield FL company),BlueCare Essential Plus 1473P,HMO,Rating Area 47,279.7,476.66,944.78,2100,MAX,4200,MAX,MAX,4200,0,MAX,MAX,8400,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential 1406,EPO,Rating Area 52,279.97,477.13,945.69,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 6,280.7,478.37,778.08,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 2501,EPO,Rating Area 15,280.7,478.37,778.08,2500,MAX,NULL,MAX,MAX,5650,0,MAX,MAX,NULL,0,0,MAX
SC,BlueChoice HealthPlan,MyChoice Advantage Silver 400,EPO,Rating Area 45,280.91,478.73,778.67,400,MAX,NULL,MAX,MAX,6350,0,MAX,MAX,NULL,0,0,MAX
FL,Florida Blue (BlueCross BlueShield FL),BlueOptions Essential Plus 1406P,EPO,Rating Area 28,281.11,479.06,949.54,2100,4200,4200,8400,0,4200,0,8400,MAX,8400,0,16800,MAX
WI,Arise Health Plan,Healthy1Engage,POS,Rating Area 11,281.33,479.45,950.31,3000,3000,6000,6000,0,3000,0,7000,MAX,6000,0,14000,NULL
